# E_center N_initial N_final
  -4.937500000000000E-01            0            0
  -4.812500000000000E-01            0            0
  -4.687500000000000E-01            0            0
  -4.562500000000000E-01            0            0
  -4.437500000000000E-01            0            0
  -4.312500000000000E-01            0            0
  -4.187500000000000E-01            0            0
  -4.062500000000000E-01            0            0
  -3.937500000000000E-01            0            0
  -3.812500000000000E-01            0            0
  -3.687500000000000E-01            0            0
  -3.562500000000000E-01            0            0
  -3.437500000000000E-01            0            0
  -3.312500000000000E-01            0            0
  -3.187500000000000E-01            0            0
  -3.062500000000000E-01            0            0
  -2.937500000000000E-01            0            0
  -2.812500000000000E-01            0            0
  -2.687500000000000E-01            0            0
  -2.562500000000000E-01            0            0
  -2.437500000000000E-01            0            0
  -2.312500000000000E-01            0            0
  -2.187500000000000E-01            0            0
  -2.062500000000000E-01            0            0
  -1.937500000000000E-01            0            0
  -1.812500000000000E-01            0            0
  -1.687500000000000E-01            0            0
  -1.562500000000000E-01            0            0
  -1.437500000000000E-01            0            0
  -1.312500000000000E-01            0            0
  -1.187500000000000E-01            0            0
  -1.062500000000000E-01            0            0
  -9.375000000000000E-02            0            0
  -8.124999999999999E-02            0            0
  -6.874999999999998E-02            0            0
  -5.624999999999997E-02            0            0
  -4.374999999999996E-02            0            0
  -3.125000000000000E-02            0            0
  -1.874999999999999E-02            0            0
  -6.249999999999978E-03            0            0
   6.249999999999978E-03         1000         1000
   1.875000000000004E-02            0            0
   3.125000000000000E-02            0            0
   4.375000000000007E-02            0            0
   5.625000000000002E-02            0            0
   6.874999999999998E-02            0            0
   8.125000000000004E-02            0            0
   9.375000000000000E-02            0            0
   1.062500000000001E-01            0            0
   1.187500000000000E-01            0            0
   1.312500000000001E-01            0            0
   1.437500000000000E-01            0            0
   1.562500000000000E-01            0            0
   1.687500000000001E-01            0            0
   1.812500000000000E-01            0            0
   1.937500000000001E-01            0            0
   2.062500000000000E-01            0            0
   2.187500000000000E-01            0            0
   2.312500000000001E-01            0            0
   2.437500000000000E-01            0            0
   2.562500000000001E-01            0            0
   2.687500000000000E-01            0            0
   2.812500000000000E-01            0            0
   2.937500000000001E-01            0            0
   3.062500000000000E-01            0            0
   3.187500000000001E-01            0            0
   3.312500000000000E-01            0            0
   3.437500000000000E-01            0            0
   3.562500000000001E-01            0            0
   3.687500000000000E-01            0            0
   3.812500000000001E-01            0            0
   3.937500000000000E-01            0            0
   4.062500000000000E-01            0            0
   4.187500000000001E-01            0            0
   4.312500000000000E-01            0            0
   4.437500000000001E-01            0            0
   4.562500000000000E-01            0            0
   4.687500000000000E-01            0            0
   4.812500000000001E-01            0            0
   4.937500000000000E-01            0            0
