# id x y z vpar mu active
         1    4.930619028796309E-01    4.200893746914298E-01    4.403388852271953E-01    0.000000000000000E+00    0.000000000000000E+00 T
         2    4.738246215007225E-01    5.203655485755022E-01    5.184141037180310E-01   -0.000000000000000E+00    0.000000000000000E+00 T
         3    4.868308841226064E-01    4.949211742034491E-01    5.150163414793271E-01    0.000000000000000E+00    0.000000000000000E+00 T
         4    4.679133024116113E-01    5.433569133645915E-01    5.723625901122199E-01    0.000000000000000E+00    0.000000000000000E+00 T
         5    5.438811280439761E-01    4.632725223833916E-01    4.986190196348348E-01   -0.000000000000000E+00    0.000000000000000E+00 T
         6    4.451763667528209E-01    5.029991902689405E-01    4.512777920052294E-01   -0.000000000000000E+00    0.000000000000000E+00 T
         7    4.916509428272627E-01    5.521901374721778E-01    4.616701106010300E-01   -0.000000000000000E+00    0.000000000000000E+00 T
         8    5.444400984693389E-01    5.694879465790682E-01    4.850691089573858E-01    0.000000000000000E+00    0.000000000000000E+00 T
         9    5.073558515737797E-01    4.405071988596401E-01    5.296412606767029E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        10    4.138549455769463E-01    4.662490947999260E-01    4.925001275779245E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        11    5.206874567403365E-01    4.628980751629684E-01    5.208408489739198E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        12    5.069263800663396E-01    5.414300589406063E-01    5.643468777146222E-01    0.000000000000000E+00    0.000000000000000E+00 T
        13    4.093994657147513E-01    4.942836651757133E-01    5.175035298104953E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        14    5.359590136536048E-01    5.504635999421057E-01    5.487355429717439E-01    0.000000000000000E+00    0.000000000000000E+00 T
        15    5.576724255560422E-01    4.468576483748584E-01    5.150427840643986E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        16    4.339362150596774E-01    5.511829749913971E-01    5.248080656529398E-01    0.000000000000000E+00    0.000000000000000E+00 T
        17    4.282116382328092E-01    5.613785902767892E-01    4.790165312834828E-01    0.000000000000000E+00    0.000000000000000E+00 T
        18    4.337380234202259E-01    5.537474299814632E-01    4.993688856355292E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        19    4.283435206302127E-01    5.554840632701814E-01    5.053604587896680E-01    0.000000000000000E+00    0.000000000000000E+00 T
        20    5.449294956941678E-01    5.434082605161624E-01    5.709184354937318E-01    0.000000000000000E+00    0.000000000000000E+00 T
        21    5.827884457103456E-01    4.927875016306624E-01    4.977836006392858E-01    0.000000000000000E+00    0.000000000000000E+00 T
        22    4.857329015419198E-01    4.726311541846456E-01    4.336827464220299E-01    0.000000000000000E+00    0.000000000000000E+00 T
        23    4.653785687740501E-01    4.644751739665434E-01    5.807627013879590E-01    0.000000000000000E+00    0.000000000000000E+00 T
        24    5.258803052771496E-01    5.315858088014265E-01    4.601268861278453E-01    0.000000000000000E+00    0.000000000000000E+00 T
        25    5.418886752570281E-01    5.320701614627434E-01    5.809361369067206E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        26    5.043844338950054E-01    4.515457881124058E-01    5.500754698059431E-01    0.000000000000000E+00    0.000000000000000E+00 T
        27    5.540229767132931E-01    4.889531480663761E-01    5.173227718109197E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        28    4.952843076595019E-01    5.751328114456450E-01    4.379486685055384E-01    0.000000000000000E+00    0.000000000000000E+00 T
        29    5.172508642845552E-01    5.219929253736224E-01    5.063873790552448E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        30    4.713012390503030E-01    5.499799449166912E-01    5.722543048660448E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        31    4.549370009117195E-01    5.301635774953689E-01    4.496426521629010E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        32    4.878326792583086E-01    5.709079019154309E-01    5.367729557419088E-01    0.000000000000000E+00    0.000000000000000E+00 T
        33    4.822884606215860E-01    4.331064025141285E-01    4.449445940046564E-01    0.000000000000000E+00    0.000000000000000E+00 T
        34    4.824688562155605E-01    4.807129042511823E-01    4.848196774244358E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        35    5.268598144878578E-01    5.054430584891002E-01    4.436132035841096E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        36    5.350455232161464E-01    5.625054718132806E-01    4.897929581695025E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        37    4.863133954900647E-01    4.803125102051025E-01    4.354797926138432E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        38    4.950855361696488E-01    4.345407465064988E-01    5.289507968844331E-01    0.000000000000000E+00    0.000000000000000E+00 T
        39    5.210030791249832E-01    5.680822317512875E-01    5.397556896005020E-01   -0.000000000000000E+00    0.000000000000000E+00 T
        40    4.872544267660907E-01    4.064907849711090E-01    4.696938171884136E-01    0.000000000000000E+00    0.000000000000000E+00 T
